Random_Number_1	Random_Number_2
0.8179	0.71192
0.351313	0.703566
0.646926	0.815426
0.645775	0.789468
0.907199	0.26925
0.168137	0.184209
0.030493	0.14698
0.362809	0.494969
0.497167	0.381778
0.47985	0.3339
0.112082	0.0586178
0.557659	0.207069
0.542829	0.861482
0.374	0.223715
0.759459	0.426811
0.673924	0.991025
0.44332	0.0891871
0.605576	0.00971121
0.414418	0.741527
0.474675	0.424085
0.606995	0.310134
0.923155	0.197174
0.732533	0.604921
0.987697	0.0860228
0.8584	0.337474
0.331625	0.78597
0.873505	0.462738
0.103791	0.821616
0.0728053	0.29302
0.676712	0.936728
0.138913	0.378114
0.919124	0.822264
0.721622	0.267105
0.00872552	0.0055214
0.318196	0.963284
0.510764	0.0346687
0.931115	0.410636
0.99249	0.118278
0.543302	0.838067
0.339173	0.43591
0.135375	0.0472356
0.881319	0.801124
0.741522	0.336908
0.774571	0.466887
0.495959	0.68385
0.551834	0.75343
0.862115	0.643372
0.775261	0.481509
0.264007	0.482258
0.170575	0.0586232
0.430487	0.388194
0.971383	0.169962
0.105024	0.309898
0.168505	0.52466
0.050508	0.252752
0.122047	0.894848
0.691723	0.286532
0.775187	0.994136
0.816795	0.0422042
0.0291248	0.221693
0.608128	0.708353
0.442763	0.000373309
0.0752036	0.849643
0.397524	0.874809
0.390903	0.0560981
0.450955	0.343984
0.249574	0.0143515
0.764336	0.920479
0.205291	0.314161
0.575018	0.510641
0.170725	0.695013
0.291766	0.187708
0.0899451	0.763354
0.11008	0.281409
0.73548	0.605527
0.108277	0.513027
0.623253	0.0967177
0.0667134	0.868614
0.133414	0.226649
0.249486	0.530049
0.17768	0.434585
0.57705	0.0459661
0.865017	0.980537
0.0669338	0.224123
0.446158	0.84125
0.141564	0.459721
0.809613	0.449762
0.865275	0.998779
0.488812	0.568822
0.00380753	0.496496
0.144678	0.41445
0.78144	0.309333
0.548335	0.364768
0.977092	0.184758
0.510152	0.0940717
0.439852	0.239929
0.844333	0.199854
0.759149	0.433361
0.426013	0.681867
0.890503	0.667043
0.587116	0.189152
0.302186	0.745906
0.0400241	0.117828
0.207813	0.0810736
0.370124	0.713516
0.393638	0.832237
0.973806	0.59719
0.403873	0.0295996
0.520901	0.445143
0.285521	0.152702
0.121827	0.227512
0.128662	0.810207
0.265195	0.318557
0.120761	0.582963
0.274989	0.397122
0.846992	0.784745
0.550398	0.683444
0.829182	0.716281
0.100488	0.166571
0.331997	0.83324
0.532082	0.922432
0.57502	0.175615
0.478235	0.173245
0.791028	0.444424
0.0398207	0.00624737
0.3338	0.962514
0.057757	0.698041
0.326449	0.55984
0.817999	0.989786
0.503902	0.147723
0.300211	0.958668
0.00530784	0.637409
0.531222	0.635831
0.459373	0.148278
0.730744	0.489435
0.0956219	0.0849685
0.505224	0.85523
0.976484	0.611714
0.113646	0.307814
0.328763	0.735686
0.0891811	0.0037475
0.169608	0.922883
0.134095	0.967527
0.113227	0.535174
0.586514	0.490479
0.0327368	0.460094
0.482574	0.452484
0.950389	0.297564
0.685371	0.0468946
0.0236359	0.54979
0.872901	0.257772
0.326218	0.540714
0.948079	0.13546
0.389884	0.327034
0.176351	0.339967
0.406482	0.903944
0.879121	0.736453
0.423208	0.117432
0.202746	0.677414
0.174842	0.0620909
0.969985	0.369228
0.112316	0.40177
0.707659	0.145328
0.848024	0.885541
0.517881	0.93796
0.678079	0.658264
0.333599	0.30918
0.950491	0.120483
0.785271	0.218048
0.966609	0.666902
0.699745	0.657373
0.209432	0.510631
0.935495	0.781103
0.815348	0.526928
0.200865	0.322128
0.8809	0.584118
0.745914	0.197733
0.153363	0.220421
0.297027	0.295894
0.278926	0.171865
0.566763	0.49975
0.897904	0.267384
0.354972	0.514716
0.67829	0.0873933
0.00198264	0.227407
0.0946664	0.407135
0.647001	0.688045
0.908059	0.460285
0.325208	0.424275
0.135103	0.126228
0.870333	0.478897
0.482808	0.252619
0.99659	0.410798
0.292604	0.447829
0.644647	0.963849
0.539485	0.362903
0.957446	0.423293
0.63576	0.479696
0.617429	0.0047404
0.772414	0.453249
0.36712	0.278192
0.809731	0.533745
0.973447	0.100555
0.698968	0.881912
0.165251	0.184751
0.741405	0.200746
0.984806	0.525425
0.100811	0.471475
0.875051	0.425775
0.118629	0.210528
0.265427	0.296717
0.543692	0.159651
0.0841373	0.290248
0.345638	0.919679
0.455916	0.377111
0.029957	0.744748
0.414304	0.00925696
0.38886	0.929032
0.818311	0.115881
0.665952	0.551232
0.585158	0.0536219
0.901576	0.178495
0.765228	0.564219
0.216676	0.0790959
0.556249	0.984875
0.632242	0.823939
0.478098	0.680867
0.647494	0.843869
0.898624	0.109931
0.143847	0.101454
0.856681	0.504484
0.993914	0.356326
0.557598	0.842963
0.82778	0.921115
0.082832	0.653828
0.719934	0.926631
0.0128677	0.0744653
0.49991	0.185154
0.505302	0.760269
0.729938	0.0831054
0.282705	0.417833
0.844594	0.882161
0.977878	0.367411
0.972341	0.134358
0.301282	0.485963
0.777567	0.384244
0.0661549	0.885949
0.360948	0.232888
0.0210206	0.691209
0.30258	0.97291
0.621573	0.845054
0.468335	0.734698
0.822633	0.409822
0.533551	0.979381
0.788053	0.851323
0.603209	0.201919
0.26353	0.765245
0.489626	0.0971849
0.304936	0.588119
0.789165	0.0473826
0.730638	0.613489
0.0566627	0.766902
0.0721224	0.758624
0.904944	0.453793
0.284868	0.783816
0.431064	0.077554
0.876026	0.354339
0.634584	0.344339
0.628772	0.442245
0.412387	0.425022
0.439812	0.235893
0.347883	0.598311
0.826926	0.817102
0.928519	0.723969
0.704384	0.679377
0.616877	0.186756
0.418774	0.58644
0.0605447	0.540187
0.258419	0.996165
0.486865	0.747339
0.892625	0.526168
0.0473594	0.699669
0.752441	0.367076
0.101346	0.551716
0.386987	0.729527
0.627489	0.81065
0.851387	0.670665
0.677183	0.646061
0.716798	0.270916
0.421608	0.772597
0.752543	0.501821
0.451563	0.584593
0.947874	0.592547
0.518434	0.654315
0.200511	0.512338
0.80194	0.627027
0.0977529	0.515367
0.993624	0.31492
0.884121	0.0406215
0.638539	0.353725
0.485085	0.931108
0.265929	0.586281
0.154652	0.625914
0.113327	0.841882
0.440829	0.761345
0.600185	0.0997098
0.0349852	0.249856
0.809174	0.751607
0.331419	0.465625
0.615217	0.504976
0.471622	0.872363
0.327099	0.475769
0.641679	0.28826
0.0581237	0.591566
0.725417	0.748765
0.47145	0.403604
0.802795	0.505634
0.19583	0.00152292
0.34847	0.589487
0.364636	0.085525
0.459571	0.450146
0.264443	0.875311
0.388614	0.429358
0.21882	0.759762
0.431397	0.871938
0.0909523	0.693703
0.456778	0.990577
0.868759	0.584763
0.670003	0.99075
0.160928	0.767172
0.186471	0.694563
0.347445	0.580725
0.22419	0.124867
0.996499	0.0907472
0.480386	0.84046
0.797175	0.932878
0.433227	0.768752
0.328622	0.22841
0.0105017	0.805172
0.526121	0.880324
0.268019	0.448773
0.146125	0.897659
0.478417	0.88547
0.483078	0.371347
0.321536	0.653939
0.981726	0.589339
0.453884	0.915975
0.873386	0.36421
0.42036	0.598967
0.318925	0.671025
0.0356042	0.461776
0.37475	0.045652
0.536466	0.755634
0.464728	0.988013
0.254457	0.249081
0.446753	0.175871
0.821199	0.563669
0.984325	0.133272
0.9261	0.711569
0.268703	0.262267
0.975057	0.445049
0.820592	0.769985
0.907072	0.471923
0.277788	0.963794
0.169147	0.610933
0.147854	0.946043
0.255115	0.981139
0.843266	0.90964
0.548714	0.231531
0.175752	0.929399
0.421	0.698905
0.107466	0.887137
0.804537	0.0871312
0.370173	0.206646
0.575477	0.412636
0.580385	0.0446232
0.348061	0.00802577
0.197444	0.895312
0.268719	0.65226
0.570331	0.143223
0.595013	0.774619
0.427056	0.849154
0.697355	0.656707
0.968552	0.864901
0.474583	0.548014
0.0616521	0.82876
0.0791562	0.342048
0.0352861	0.927439
0.74634	0.685923
0.68559	0.130001
0.587119	0.508413
0.206777	0.261226
0.10772	0.592042
0.656763	0.78904
0.667475	0.69774
0.00937147	0.0496398
0.382507	0.784191
0.0523699	0.92286
0.242359	0.417425
0.864361	0.746396
0.387014	0.652142
0.722829	0.788197
0.146057	0.717284
0.652841	0.156874
0.630613	0.171908
0.179353	0.770804
0.690286	0.339691
0.532009	0.314998
0.229917	0.631393
0.739206	0.647936
0.149667	0.696424
0.945045	0.646942
0.266607	0.149444
0.343645	0.164278
0.69898	0.906281
0.598183	0.338342
0.285206	0.426042
0.99022	0.698495
0.705433	0.504914
0.796738	0.955348
0.766821	0.465276
0.190888	0.0632815
0.869507	0.0713204
0.394632	0.320658
0.492428	0.183538
0.751023	0.226352
0.813752	0.530197
0.356979	0.488565
0.139481	0.0772079
0.36563	0.0784505
0.0915949	0.544651
0.760426	0.334969
0.532875	0.713084
0.661041	0.995008
0.927731	0.357925
0.6813	0.714838
0.298202	0.7606
0.0739255	0.798638
0.793464	0.0826348
0.762054	0.300509
0.565562	0.909696
0.869325	0.7585
0.106429	0.977399
0.469706	0.635877
0.624481	0.647514
0.194546	0.903938
0.664466	0.643837
0.00230205	0.593006
0.648535	0.0255932
0.369636	0.158364
0.283727	0.370205
0.0787303	0.846254
0.684496	0.720501
0.0157367	0.649935
0.130026	0.269921
0.509951	0.972681
0.739474	0.278279
0.508998	0.915
0.876941	0.631956
0.0220682	0.823036
0.384303	0.498667
0.341474	0.686704
0.885936	0.312503
0.47372	0.609333
0.356725	0.310067
0.345689	0.886649
0.0281122	0.8612
0.850038	0.0397726
0.932604	0.47952
0.19121	0.499953
0.442637	0.160152
0.805451	0.511724
0.42486	0.776355
0.0363022	0.0189669
0.00692139	0.319457
0.0864295	0.777724
0.64023	0.772352
0.794591	0.508988
0.263615	0.976126
0.905266	0.976115
0.0791115	0.754723
0.676514	0.9879
0.75131	0.54664
0.7222	0.272781
0.463788	0.914366
0.81314	0.661722
0.933328	0.0300446
0.578095	0.744533
0.0168875	0.112269
0.316914	0.618776
0.811975	0.410097
0.658417	0.461459
0.0279377	0.918354
0.486587	0.750908
0.0999682	0.223756
0.140997	0.382076
0.855939	0.37129
0.148671	0.767138
0.678007	0.369212
0.00902384	0.682225
0.371299	0.299548
0.957076	0.929204
0.267234	0.165262
0.825694	0.380583
0.901332	0.273216
0.351567	0.0460376
0.13977	0.178644
0.988054	0.432876
0.0796241	0.95623
0.267674	0.0917691
0.769957	0.148292
0.537942	0.119967
0.28588	0.143152
0.229705	0.442215
0.702316	0.294286
0.209919	0.691365
0.478455	0.806448
0.752698	0.404521
0.562874	0.523794
0.82656	0.706931
0.251327	0.692618
0.51461	0.697245
0.338879	0.759422
0.904466	0.835185
0.00556857	0.338395
0.265425	0.0763543
0.938331	0.990427
0.322923	0.857781
0.674109	0.218304
0.421506	0.612478
0.578947	0.553994
0.0281188	0.967918
0.790026	0.807439
0.250159	0.776543
0.456365	0.771334
0.238754	0.609028
0.863614	0.608744
0.868264	0.491036
0.0984916	0.0859864
0.335531	0.974558
0.225263	0.73175
0.117242	0.494192
0.654596	0.0942638
0.425435	0.849804
0.796568	0.130186
0.129171	0.091087
0.382644	0.954823
0.208126	0.756495
0.957394	0.582553
0.745183	0.387346
0.37556	0.829592
0.719295	0.0653482
0.358679	0.766077
0.863531	0.854953
0.259922	0.849189
0.411636	0.0121605
0.355324	0.980891
0.451036	0.565199
0.0157544	0.857278
0.510774	0.288963
0.346983	0.161501
0.147189	0.923983
0.268815	0.617559
0.126233	0.480537
0.11053	0.807647
0.423142	0.381145
0.555142	0.13692
0.11113	0.754399
0.666825	0.649797
0.706825	0.839828
0.83073	0.315943
0.618691	0.0370847
0.456287	0.840151
0.688956	0.68674
0.709418	0.691132
0.879757	0.401343
0.887175	0.452587
0.0833144	0.626463
0.940488	0.586614
0.967715	0.356315
0.959164	0.596706
0.476724	0.182733
0.292128	0.74536
0.538956	0.123285
0.957658	0.871733
0.254891	0.0874099
0.428809	0.329453
0.684879	0.0975205
0.498447	0.131506
0.0063268	0.35256
0.665841	0.701985
0.493315	0.598185
0.00562994	0.511613
0.512113	0.857219
0.117023	0.272625
0.753133	0.230866
0.337361	0.579381
0.687538	0.215126
0.66955	0.533442
0.737917	0.497849
0.0507796	0.724767
0.0418778	0.10743
0.650198	0.344384
0.806635	0.122016
0.510132	0.964806
0.0882507	0.096432
0.00414579	0.596475
0.573	0.746313
0.0354656	0.890721
0.393392	0.677366
0.266575	0.315102
0.0903001	0.673338
0.985412	0.241449
0.761996	0.31608
0.690533	0.804707
0.00593185	0.033984
0.52824	0.220154
0.590813	0.915218
0.730538	0.825583
0.442217	0.710028
0.0239462	0.569383
0.917157	0.0178272
0.864171	0.770452
0.439215	0.899237
0.824736	0.592391
0.0604852	0.782845
0.923251	0.759705
0.917338	0.508919
0.977894	0.992205
0.837137	0.0605242
0.595361	0.516066
0.0187327	0.00251075
0.189085	0.996738
0.198159	0.223609
0.37102	0.469403
0.782369	0.40729
0.73337	0.435638
0.477377	0.572225
0.43078	0.241657
0.53067	0.603654
0.2841	0.399815
0.643588	0.750461
0.51896	0.860217
0.211986	0.606471
0.359885	0.0778807
0.0924118	0.606608
0.325472	0.176499
0.413643	0.226732
0.420975	0.0712288
0.141691	0.751773
0.613595	0.626072
0.455209	0.217984
0.646585	0.917301
0.471628	0.764116
0.472488	0.825835
0.0560739	0.530376
0.0921558	0.173999
0.31141	0.0684623
0.889263	0.945952
0.407501	0.151039
0.420628	0.418516
0.662993	0.624277
0.446813	0.221071
0.991545	0.465862
0.166363	0.0662844
0.713136	0.374779
0.230998	0.0923946
0.899003	0.682635
0.0970046	0.601965
0.571661	0.293598
0.236618	0.730193
0.434831	0.451142
0.212407	0.657823
0.172817	0.619571
0.0756961	0.913509
0.845553	0.00187703
0.0062721	0.176965
0.247063	0.731627
0.741437	0.774915
0.14525	0.873422
0.432163	0.357182
0.723153	0.265558
0.0907887	0.377887
0.59252	0.464438
0.515383	0.49464
0.954687	0.37932
0.512231	0.116111
0.0834643	0.403242
0.0721621	0.130769
0.646923	0.851519
0.806178	0.436388
0.303309	0.751755
0.792269	0.0333615
0.202877	0.78009
0.829797	0.859965
0.0898776	0.718988
0.165892	0.496816
0.88147	0.105712
0.339867	0.111373
0.270716	0.938277
0.610417	0.282281
0.558033	0.561894
0.973813	0.444368
0.686233	0.837336
0.190815	0.611445
0.431926	0.866453
0.0972729	0.344101
0.948451	0.845145
0.988282	0.242081
0.60582	0.667435
0.378021	0.397774
0.906641	0.219475
0.152339	0.461913
0.512021	0.572983
0.38982	0.60631
0.525762	0.871334
0.182359	0.0805304
0.0278456	0.429456
0.68873	0.340162
0.338976	0.321567
0.102788	0.97121
0.434477	0.717608
0.141276	0.798517
0.500332	0.603705
0.0531036	0.209262
0.791725	0.966849
0.635328	0.580812
0.162251	0.178167
0.160651	0.142707
0.504174	0.868065
0.643066	0.56913
0.731301	0.854261
0.791295	0.165707
0.519931	0.796416
0.173101	0.328466
0.766466	0.736508
0.495246	0.772587
0.320502	0.784611
0.943111	0.00398973
0.461043	0.662275
0.771919	0.831574
0.791244	0.790186
0.779392	0.359413
0.408357	0.00206655
0.687525	0.443989
0.572825	0.699278
0.473119	0.566242
0.181499	0.718197
0.428546	0.425241
0.914858	0.922353
0.945747	0.138673
0.512474	0.828714
0.634041	0.274988
0.618148	0.514222
0.427809	0.648911
0.453945	0.276472
0.172396	0.0398852
0.271917	0.0206032
0.0960373	0.786288
0.779422	0.215024
0.171461	0.313185
0.477469	0.471355
0.880604	0.0301431
0.869488	0.050624
0.630933	0.013414
0.593687	0.485751
0.820876	0.697978
0.332658	0.0981207
0.219546	0.870162
0.416237	0.670255
0.274625	0.739661
0.588092	0.189838
0.885753	0.591903
0.99014	0.849106
0.511919	0.784969
0.864278	0.48733
0.692305	0.96619
0.764562	0.397529
0.108667	0.52317
0.104384	0.857305
0.220352	0.522119
0.746796	0.359459
0.773746	0.18295
0.0951192	0.829923
0.482137	0.673167
0.495522	0.74508
0.324615	0.181859
0.446794	0.959899
0.0721751	0.473134
0.1139	0.154403
0.948525	0.839089
0.0190026	0.383093
0.0905561	0.807647
0.902659	0.657651
0.916323	0.984485
0.147348	0.441792
0.924942	0.803143
0.686927	0.114166
0.895275	0.454769
0.0246106	0.301517
0.598172	0.522876
0.774242	0.464587
0.154225	0.812509
0.714974	0.253624
0.672968	0.0749211
0.437228	0.782251
0.965886	0.0900953
0.978823	0.608963
0.26204	0.345387
0.614919	0.353907
0.503986	0.511503
0.717992	0.80114
0.292125	0.663984
0.795751	0.979742
0.899937	0.638737
0.350213	0.627581
0.448698	0.697651
0.427328	0.123202
0.854437	0.533336
0.323334	0.744097
0.708327	0.155896
0.524334	0.981205
0.578782	0.584278
0.553262	0.172663
0.429506	0.0267871
0.138656	0.700927
0.435772	0.933972
0.257339	0.381109
0.365478	0.445177
0.748776	0.17975
0.734905	0.646956
0.257335	0.878564
0.811088	0.0677113
0.00911608	0.241317
0.304353	0.582614
0.498391	0.782298
0.226422	0.0102136
0.876963	0.278342
0.129913	0.7557
0.110599	0.0390127
0.344265	0.354681
0.306007	0.965107
0.553568	0.14438
0.896675	0.976513
0.87125	0.207296
0.356169	0.327894
0.470803	0.722968
0.146216	0.265231
0.507836	0.826021
0.177343	0.288349
0.802073	0.746947
0.233348	0.809928
0.586268	0.662366
0.137564	0.928578
0.891929	0.678003
0.0615505	0.325519
0.496927	0.745015
0.324023	0.501138
0.377758	0.125067
0.904607	0.480152
0.449262	0.905799
0.540531	0.331946
0.926162	0.371138
0.637494	0.165723
0.319247	0.532998
0.360135	0.170129
0.856413	0.0229058
0.696508	0.715694
0.749439	0.637168
0.747761	0.888188
0.241466	0.48467
0.0583501	0.0118086
0.109404	0.902409
0.0803485	0.527361
0.102448	0.682688
0.0832857	0.124909
0.745237	0.780883
0.569704	0.299228
0.0793692	0.44337
0.84326	0.853282
0.269	0.525792
0.022022	0.612721
0.586766	0.309521
0.447915	0.393641
0.570105	0.321894
0.323555	0.612485
0.926002	0.111959
0.128335	0.0511894
0.89561	0.57062
0.151929	0.701935
0.0705192	0.0892366
0.650484	0.0733617
0.421119	0.170448
0.949608	0.827514
0.658989	0.880128
0.293541	0.162405
0.693833	0.0621685
0.364212	0.687859
0.435045	0.0533587
0.717742	0.827133
0.404698	0.574095
0.00112459	0.209986
0.298723	0.539057
0.57939	0.309171
0.903557	0.680651
0.154649	0.525998
0.39234	0.5448
0.838482	0.544225
0.850544	0.467381
0.268466	0.791758
0.810584	0.101959
0.856042	0.734773
0.895779	0.802543
0.563199	0.542105
0.404983	0.999759
0.694514	0.58293
0.0713812	0.938798
0.25595	0.798222
0.268348	0.163847
0.0879538	0.28628
0.437342	0.339088
0.669256	0.435401
0.70934	0.283902
0.931801	0.0296329
0.937021	0.241474
0.33339	0.286642
0.891438	0.0244764
0.176585	0.638298
0.244663	0.884833
0.266549	0.563262
0.913013	0.339034
0.41071	0.70089
0.23272	0.62642
0.0780301	0.946604
0.705559	0.271331
0.515253	0.156254
0.519551	0.464573
0.362097	0.281412
0.766497	0.688458
0.189892	0.406923
0.875906	0.570476
0.644545	0.712158
0.809837	0.66047
0.892022	0.777275
0.655329	0.704863
0.419171	0.126921
0.749439	0.263136
0.167293	0.219474
0.845031	0.138295
0.803869	0.905264
0.251634	0.346832
0.845313	0.327757
0.819497	0.331257
0.647481	0.0187633
0.725584	0.949147
0.275613	0.0412528
0.294067	0.231002
0.326777	0.555446
0.851828	0.452649
0.410835	0.28353
0.403856	0.135102
0.812226	0.238811
0.362267	0.885162
0.750433	0.65161
0.338334	0.217912
0.987111	0.428298
0.440652	0.228099
0.453428	0.00557237
0.0456003	0.890469
0.19825	0.211612
0.471515	0.636683
0.834139	0.194823
0.182582	0.0327477
0.445317	0.489835
0.106195	0.210487
0.514237	0.14999
0.493601	0.945141
0.234599	0.826001
0.553352	0.023115
0.702681	0.178171
0.946812	0.680961
0.0996666	0.04605
0.479436	0.740239
0.915126	0.646197
0.793545	0.95172
0.892798	0.477914
0.726516	0.942744
0.0974623	0.432748
0.424368	0.819901
0.216726	0.424232
0.64913	0.523277
0.237664	0.546091
0.952616	0.0204037
0.528214	0.362444
0.731006	0.120473
0.143417	0.0682112
0.377143	0.867908
0.414133	0.169936
0.162436	0.201942
0.0276318	0.225487
0.627793	0.450598
0.682218	0.886168
0.390086	0.720057
0.653024	0.421649
0.17744	0.0610785
0.405988	0.499933
0.00322497	0.0418592
0.225056	0.686786
0.588982	0.274088
0.285666	0.571074
0.923238	0.756468
0.456472	0.822574
0.122465	0.72391
0.966878	0.819132
0.190809	0.233727
0.150917	0.161768
0.0786704	0.823203
0.907972	0.23654
0.817935	0.849297
0.450367	0.164126
0.251303	0.132159
0.703265	0.352523
0.223223	0.749422
0.517403	0.520543
0.591087	0.0455141
0.649974	0.107918
0.970027	0.660597
0.919768	0.548139
0.303098	0.523677
0.778499	0.594872
0.152711	0.887843
0.588861	0.917069
0.99296	0.630307
0.420306	0.868755
0.575262	0.54562
0.144353	0.516693
0.998489	0.950754
0.0492964	0.405705
0.77222	0.259288
0.359454	0.254729
0.120886	0.756913
0.74009	0.599957
0.24852	0.640044
0.310027	0.0980926
0.342665	0.5973
0.284939	0.803935
0.884726	0.960289
0.948623	0.991774
0.538324	0.677323
0.0642176	0.696016
0.675658	0.178857
0.353158	0.749791
0.413102	0.300716
0.0349178	0.678699
0.820071	0.68769
0.956337	0.164997
0.551584	0.97031
0.44305	0.712986
0.093111	0.99944
0.272108	0.509673
0.397557	0.295695
0.562723	0.672579
0.708376	0.842751
0.61761	0.449853
0.614869	0.413713
0.163407	0.661323
0.617622	0.962113
0.115836	0.761787
0.117863	0.800245
0.143913	0.165794
0.813484	0.452403
0.852426	0.232236
0.152505	0.173631
0.275182	0.480201
0.347858	0.364116
0.930059	0.392871
0.18922	0.0528785
0.431074	0.34846
0.337259	0.418877
0.52746	0.499325
0.684816	0.389798
0.477183	0.711853
0.0807697	0.730176
0.882685	0.178134
0.119334	0.899809
0.660964	0.253139
0.273767	0.232419
0.791698	0.28741
0.60104	0.664561
0.95033	0.0344229
0.739659	0.645423
0.233403	0.0620255
0.461665	0.145549
0.0384032	0.539785
0.655904	0.141409
0.600686	0.0506712
0.164011	0.220486
0.500739	0.101337
0.0204993	0.29516
0.169113	0.964394
0.471006	0.47082
0.163707	0.388247
0.793306	0.00737152
0.337967	0.231133
0.548464	0.0599412
0.512057	0.271531
0.583971	0.27746
0.811434	0.268347
0.504795	0.115383
0.680579	0.745429
0.392434	0.59911
0.582749	0.613266
0.467017	0.246505
0.703369	0.684187
0.287838	0.876439
0.783394	0.697216
0.401088	0.653551
0.623031	0.262216
0.00163972	0.0137384
0.343065	0.193261
0.369484	0.63457
0.03947	0.730436
0.50524	0.523303
0.207167	0.423357
0.0803326	0.427292
0.81246	0.843046
0.115827	0.855243
0.948426	0.914264
0.0125092	0.493337
0.53334	0.459312
0.99889	0.361503
0.551628	0.534329
0.448552	0.930372
0.420037	0.425444
0.819464	0.806815
0.712037	0.549681
0.823482	0.395379
0.989096	0.458617
0.656632	0.897334
0.404595	0.284801
0.791738	0.0795661
0.194755	0.99229
0.46971	0.811525
0.82912	0.921474
0.823275	0.855058
0.11193	0.0996044
0.824539	0.0425825
0.0902455	0.767062
0.42403	0.783284
0.078003	0.203279
0.857495	0.123263
0.891646	0.898635
0.160197	0.924333
0.290901	0.212333
0.415938	0.705555
0.848652	0.384732
0.141266	0.195178
0.340892	0.331104
0.803237	0.283869
0.975748	0.021367
0.207913	0.89989
0.156403	0.789898
0.550431	0.558227
0.00533928	0.363952
0.169631	0.826465
0.354074	0.961455
0.516702	0.354798
0.184311	0.58087
0.959927	0.525051
0.491736	0.282529
0.0217528	0.538675
0.035946	0.670818
0.288555	0.0438477
0.0785075	0.485485
0.0986823	0.707209
0.653609	0.748236
0.394124	0.619243
0.999067	0.496362
0.716294	0.995788
0.474808	0.365102
0.481798	0.543189
0.406025	0.282588
0.472558	0.523192
0.100201	0.695205
0.442726	0.904873
0.933798	0.555601
0.608601	0.94511
0.500837	0.355511
0.833335	0.249193
0.593003	0.867387
0.311618	0.757795
0.277144	0.297949
0.536616	0.906445
0.176869	0.200881
0.3301	0.0906598
0.548248	0.122098
0.505555	0.688267
0.719501	0.620878
0.872972	0.719804
0.576647	0.356644
0.829697	0.908364
0.851766	0.195323
0.888965	0.692483
0.635691	0.241497
0.850709	0.269793
0.703617	0.855529
0.502742	0.119268
0.447139	0.997225
0.930672	0.64838
0.822665	0.229095
0.687462	0.22854
0.00860248	0.274749
0.520408	0.0596707
0.387406	0.611647
0.468299	0.78099
0.359861	0.57938
0.162428	0.653835
0.815053	0.645532
0.450512	0.950608
0.298244	0.457297
0.620162	0.401202
0.455245	0.871078
0.0936438	0.448069
0.10496	0.315475
0.271513	0.743195
0.19631	0.516682
0.775244	0.244413
0.670874	0.747627
0.908797	0.91396
0.287683	0.414357
0.971708	0.0343571
0.25955	0.688197
0.803186	0.379629
0.257879	0.465174
0.115648	0.137834
0.267808	0.359928
0.443301	0.899891
0.305029	0.31413
0.775442	0.29396
0.379025	0.702958
0.43337	0.42413
0.407357	0.53109
0.440426	0.288916
0.291879	0.285003
0.529425	0.910805
0.997535	0.296225
0.544344	0.960671
0.371899	0.821138
0.98705	0.931268
0.736078	0.487515
0.654121	0.95181
0.455392	0.915911
0.212168	0.13839
0.382904	0.224338
0.407199	0.289926
0.384873	0.207015
0.463573	0.374246
0.726859	0.237296
0.694689	0.960085
0.413036	0.863501
0.457095	0.365986
0.248992	0.046311
0.415607	0.730447
0.351615	0.206101
0.18813	0.367968
0.503068	0.461498
0.394546	0.311878
0.779755	0.0261591
0.969446	0.319157
0.425844	0.872407
0.787561	0.717648
0.00646473	0.970504
0.429127	0.22044
0.875425	0.276343
0.885002	0.700296
0.602112	0.768868
0.890086	0.769576
0.571485	0.271164
0.524684	0.784718
0.962917	0.191691
0.435509	0.707629
0.513055	0.671048
0.825326	0.194187
0.842907	0.434907
0.78884	0.0870351
0.631053	0.679946
0.217812	0.680402
0.573984	0.169786
0.660651	0.813813
0.453161	0.248228
0.0316838	0.744207
0.565563	0.0527848
0.0451011	0.878953
0.596102	0.567992
0.0318674	0.510262
0.796235	0.953395
0.542247	0.249705
0.600924	0.0848035
0.880173	0.734939
0.902327	0.784172
0.250494	0.81859
0.0324464	0.0347394
0.491167	0.0762326
0.556464	0.398518
0.588113	0.441586
0.965241	0.509514
0.580924	0.0185769
0.564397	0.792538
0.52987	0.0620236
0.309569	0.74297
0.901633	0.752446
0.5395	0.876428
0.328958	0.137394
0.0593653	0.915426
0.88239	0.45812
0.0737484	0.387242
0.939321	0.579599
0.78869	0.858811
0.951633	0.0653734
0.482623	0.591417
0.0266833	0.0196426
0.512013	0.118515
0.203402	0.97376
0.184913	0.441063
0.471836	0.0227487
0.298204	0.806687
0.25629	0.122034
0.180379	0.576694
0.154799	0.0428515
0.879903	0.361051
0.30876	0.381741
0.475921	0.748547
0.572646	0.911675
0.657303	0.139586
0.831968	0.173845
0.279256	0.845973
0.061604	0.610733
0.551959	0.793438
0.915936	0.0950034
0.372786	0.67756
0.500731	0.796791
0.855455	0.544474
0.63587	0.894248
0.744585	0.056366
0.738561	0.281163
0.586918	0.219718
0.466693	0.568092
0.104023	0.543845
0.254149	0.17447
0.27783	0.847384
0.781222	0.340334
0.921209	0.346955
0.830721	0.86999
0.761495	0.590772
0.0665331	0.69282
0.148355	0.778378
0.521084	0.857386
0.397131	0.962964
0.400325	0.749421
0.471948	0.773451
0.450704	0.393174
0.80432	0.584508
0.852534	0.148099
0.590101	0.527523
0.114565	0.639368
0.165965	0.250177
0.845424	0.499134
0.885601	0.321587
0.530879	0.943802
0.390716	0.877143
0.289531	0.980648
0.848299	0.0996664
0.637113	0.324611
